Date,P5,P50,P95
2025-09-25,560.0609846718885,923.5779021411956,1287.7385901036298
2025-09-26,553.5424331228347,922.7892554042787,1293.3715017335937
2025-09-29,555.8503003433224,924.0933813519084,1286.2641652070286
2025-09-30,562.3223392289549,924.4849303396494,1284.2027907639088
2025-10-01,564.4041817606281,921.2641082014006,1281.5699702280235
2025-10-02,556.9897899201056,920.9263814237802,1279.4640327481927
2025-10-03,558.9551965770247,920.7292200009413,1284.826155100401
2025-10-06,559.2241467223085,919.1729964410526,1278.2770443063603
2025-10-07,560.5146562004252,918.305505013182,1279.4128950801958
2025-10-08,565.0147236864998,915.9002061047631,1285.5166228147802
2025-10-09,564.718172897435,921.0618689013809,1287.5712491977122
2025-10-10,561.0720579716357,919.647162560635,1280.0085309158114
2025-10-13,568.5872896556602,922.8692883941544,1288.134405903471
2025-10-14,562.2821943999951,919.6139912726602,1294.4624009077065
2025-10-15,554.4648675057498,922.8799958303248,1290.2352058982403
2025-10-16,557.735621333527,921.8954523599825,1292.222842186962
2025-10-17,559.846801098686,922.2032667058669,1286.8429573923106
2025-10-20,558.0862289264393,924.886598803105,1288.378422617598
2025-10-21,566.7233544934713,924.7192080688674,1284.0113208520727
2025-10-22,568.2981448490577,927.2068001020702,1282.8322959182933
2025-10-23,569.2547488992219,926.4680649640316,1284.616401562397
2025-10-24,568.7473413797875,927.0211560805469,1284.341792311474
2025-10-27,568.2823665179942,927.8382176922494,1286.6184934321752
2025-10-28,569.4793892825597,928.6693843043129,1286.3443753257873
2025-10-29,573.0692946554053,927.1946705407709,1291.742355104752
2025-10-30,570.0948362384397,927.7444548989495,1286.7054719918342
2025-10-31,564.6142206576058,930.7256038184157,1290.1752486305686
2025-11-03,562.2232378421227,932.2080577846259,1291.07142871422
2025-11-04,562.9572626679151,929.8918142970545,1289.2754661628298
2025-11-05,557.1596926356265,930.371932593468,1290.1510260443295
2025-11-06,556.5029822479838,930.7260459465138,1289.1040189834587
2025-11-07,564.2315520668864,924.9146502902997,1288.3823116199062
2025-11-10,561.8441493011879,926.1990610718503,1289.331934222273
2025-11-11,557.8262606099321,930.1145568935485,1292.7303761417556
2025-11-12,562.2712395332816,927.7683712340677,1291.4880310976887
2025-11-13,564.8757546908276,928.385189171919,1289.0992012089039
2025-11-14,559.9891010767197,923.7605238167325,1292.318620111855
2025-11-17,548.3219073548094,928.9497630636336,1294.1561757913094
2025-11-18,552.0284029870796,925.9687818653621,1291.698047880216
2025-11-19,555.9085796262864,927.5172011148104,1294.145388475886
2025-11-20,556.988074070263,926.365656325366,1292.858001769271
2025-11-21,548.7434525939368,926.6158984902747,1288.672204652277
2025-11-24,550.1885406415448,926.1199555926089,1290.359261421559
2025-11-25,555.0911374542364,923.3579580230721,1285.1502799140862
2025-11-26,557.7395296083652,924.5552757838757,1288.331636133427
2025-11-27,556.4279583124467,924.3919569973002,1295.6390772665825
2025-11-28,559.504243252331,923.0508850800095,1291.6570627190067
2025-12-01,548.9111913000759,923.3530548342503,1295.2484676134638
2025-12-02,543.6856127602003,925.298478762249,1298.3318459767065
2025-12-03,544.9810437981578,926.449891815892,1290.2154249719165
2025-12-04,546.5478411370245,924.5806639866432,1297.3359237270963
2025-12-05,546.6954368606199,923.8225506587689,1299.8703373200428
2025-12-08,550.4195165685579,923.2356157159409,1298.2698398234977
2025-12-09,551.2470657185571,923.8887774847238,1299.567780878962
2025-12-10,555.18892117125,923.608772818618,1301.2860957913942
2025-12-11,553.4520017839462,927.0031360374813,1299.9610700195497
2025-12-12,547.1510646939437,925.8030462844672,1307.265716271142
2025-12-15,549.5211495248841,926.2179739069663,1306.637435610404
2025-12-16,563.131479581109,924.6049794651346,1301.2442237501932
2025-12-17,551.6803552853307,923.5206997892499,1305.4486224079692
2025-12-18,555.3218503730714,922.9086490035795,1307.9951109884255
2025-12-19,554.8867540127956,921.175774395489,1306.7978759403782
2025-12-22,553.4765135528661,920.4427630654609,1305.489861305081
2025-12-23,552.899651229129,921.3269399586429,1307.0729698304388
2025-12-24,554.394158500082,920.9698258872379,1303.7302012604111
2025-12-25,558.1908806904012,925.133434937569,1304.1551419744799
2025-12-26,556.6441226363983,925.5785239418308,1302.9579785925646
2025-12-29,554.191789512104,924.8236425896025,1300.8869965268466
2025-12-30,547.4928780556452,923.0097633087485,1307.6933504314727
2025-12-31,554.2473893796541,925.9191386864146,1308.6417651621093
2026-01-01,549.4205001316351,926.3494682178516,1307.3171433964835
2026-01-02,554.8253093907191,926.5688734113381,1308.3874837030896
2026-01-05,549.2972782430921,926.3482052713294,1305.2091430413166
2026-01-06,547.0949754755196,925.8578355405509,1311.6954018026133
2026-01-07,549.4584034323794,924.9223904022061,1310.0693624948917
2026-01-08,550.0006804808617,927.443411343881,1305.2609504290442
2026-01-09,553.0751678290914,927.8904308025267,1308.9706043660294
2026-01-12,554.1303642566169,923.4694724985663,1308.1449309620823
2026-01-13,554.4938450677981,927.3184892905533,1309.5859311326835
2026-01-14,555.2377079897973,929.9488754665564,1308.9028536112378
2026-01-15,554.4633683649294,931.9453708059789,1308.1056165356579
2026-01-16,556.0515679343301,928.3077162895729,1300.8093534137802
